date,teamA,teamB,match_type,venue_type,teamA_form_last5,teamB_form_last5,teamA_avg_goals_scored,teamA_avg_goals_conceded,teamB_avg_goals_scored,teamB_avg_goals_conceded,teamA_elo,teamB_elo,diff_elo,diff_form_last5,diff_avg_goals_scored,diff_avg_goals_conceded,result
2007-09-05,New Caledonia,Solomon Islands,world_cup_qualifier,true,10.000,15.000,1.200,0.600,4.600,0.400,1559.116,1643.740,-84.624,-5.000,-3.400,0.200,teamA_win
2007-09-05,Fiji,Vanuatu,world_cup_qualifier,true,13.000,12.000,5.400,0.400,5.000,0.600,1623.103,1519.254,103.849,1.000,0.400,-0.200,teamA_win
2007-09-07,Austria,Japan,friendly,false,3.000,8.000,0.400,0.800,1.800,1.000,1586.199,1766.391,-180.192,-5.000,-1.400,-0.200,draw
2007-09-07,Bahrain,Jordan,friendly,false,4.000,5.000,1.600,2.800,0.800,0.600,1561.524,1594.951,-33.427,-1.000,0.800,2.200,teamB_win
2007-09-07,Switzerland,Chile,friendly,true,7.000,7.000,1.400,1.600,1.000,2.200,1781.782,1699.905,81.876,0.000,0.400,-0.600,teamA_win
2007-09-07,New Caledonia,Fiji,regional_championship,true,13.000,13.000,1.800,0.600,5.600,0.200,1590.087,1640.845,-50.758,0.000,-3.800,0.400,teamA_win
2007-09-07,Vanuatu,Solomon Islands,world_cup_qualifier,true,9.000,12.000,4.600,1.200,4.600,0.800,1501.511,1612.768,-111.257,-3.000,0.000,0.400,teamA_win
2007-09-08,Kazakhstan,Tajikistan,friendly,false,5.000,9.000,1.200,1.400,3.000,1.600,1386.879,1466.817,-79.938,-4.000,-1.800,-0.200,draw
2007-09-08,Kenya,Angola,continental_qualifier,false,7.000,8.000,0.800,0.400,1.400,0.800,1426.138,1640.103,-213.965,-1.000,-0.600,-0.400,teamA_win
2007-09-08,Uganda,Niger,continental_qualifier,false,5.000,4.000,0.600,0.800,0.800,1.600,1491.875,1409.072,82.803,1.000,-0.200,-0.800,teamA_win
2007-09-08,Tanzania,Mozambique,continental_qualifier,false,9.000,9.000,1.000,0.600,1.000,0.200,1469.938,1468.524,1.414,0.000,0.000,0.400,teamB_win
2007-09-08,Ethiopia,Namibia,continental_qualifier,false,6.000,10.000,0.600,1.200,1.400,1.000,1502.420,1390.447,111.973,-4.000,-0.800,0.200,teamB_win
2007-09-08,DR Congo,Libya,continental_qualifier,false,5.000,7.000,1.000,1.000,1.000,0.800,1541.454,1496.347,45.107,-2.000,0.000,0.200,draw
2007-09-08,Nigeria,Lesotho,continental_qualifier,false,10.000,4.000,1.200,0.600,1.000,1.400,1761.568,1314.903,446.665,6.000,0.200,-0.800,teamA_win
2007-09-08,Ghana,Morocco,friendly,true,6.000,11.000,1.400,1.000,2.200,0.400,1734.238,1717.079,17.159,-5.000,-0.800,0.600,teamA_win
2007-09-08,Gabon,Ivory Coast,continental_qualifier,false,10.000,13.000,1.800,0.800,2.400,0.000,1513.913,1761.379,-247.466,-3.000,-0.600,0.800,draw
2007-09-08,Senegal,Burkina Faso,continental_qualifier,false,9.000,1.000,1.800,0.800,0.800,1.800,1670.147,1450.424,219.723,8.000,1.000,-1.000,teamA_win
2007-09-08,Rwanda,Liberia,continental_qualifier,false,6.000,4.000,1.000,1.400,1.200,1.800,1421.687,1400.776,20.912,2.000,-0.200,-0.400,teamA_win
2007-09-08,Ecuador,El Salvador,friendly,false,3.000,6.000,1.000,1.800,0.800,1.400,1650.728,1476.237,174.491,-3.000,0.200,0.400,teamA_win
2007-09-08,Venezuela,Paraguay,friendly,false,6.000,7.000,1.200,1.400,1.800,1.800,1611.892,1713.748,-101.856,-1.000,-0.600,-0.400,teamA_win
2007-09-08,Peru,Colombia,friendly,false,5.000,9.000,1.200,1.800,1.400,2.000,1587.856,1740.736,-152.880,-4.000,-0.200,-0.200,draw
2007-09-08,Scotland,Lithuania,continental_qualifier,false,12.000,6.000,1.200,0.600,0.600,1.000,1685.159,1484.167,200.991,6.000,0.600,-0.400,teamA_win
2007-09-08,England,Israel,continental_qualifier,false,8.000,10.000,1.600,0.600,1.800,0.600,1857.229,1680.185,177.045,-2.000,-0.200,0.000,teamA_win
2007-09-08,Wales,Germany,continental_qualifier,false,8.000,12.000,1.200,0.600,2.400,0.800,1546.160,1946.630,-400.470,-4.000,-1.200,-0.200,teamB_win
2007-09-08,Latvia,Northern Ireland,continental_qualifier,false,0.000,13.000,0.200,1.800,2.000,0.600,1414.211,1556.436,-142.225,-13.000,-1.800,1.200,teamA_win
2007-09-08,Hungary,Bosnia and Herzegovina,continental_qualifier,false,6.000,9.000,1.200,1.800,1.800,2.400,1542.068,1600.411,-58.343,-3.000,-0.600,-0.600,teamA_win
2007-09-08,Italy,France,continental_qualifier,false,10.000,15.000,1.600,1.000,1.200,0.000,1914.623,1969.197,-54.574,-5.000,0.400,1.000,draw
2007-09-08,Netherlands,Bulgaria,continental_qualifier,false,10.000,10.000,1.400,0.600,1.400,0.400,1878.406,1676.933,201.473,0.000,0.000,0.200,teamA_win
2007-09-08,Sweden,Denmark,continental_qualifier,false,7.000,7.000,2.000,1.400,1.400,1.800,1751.151,1784.033,-32.882,0.000,0.600,-0.400,draw
2007-09-08,Moldova,Norway,continental_qualifier,false,4.000,10.000,0.800,1.600,2.600,1.000,1385.502,1675.545,-290.043,-6.000,-1.800,0.600,teamB_win
2007-09-08,Serbia,Finland,continental_qualifier,false,5.000,9.000,1.400,1.400,1.000,0.800,1502.192,1585.601,-83.409,-4.000,0.400,0.600,draw
2007-09-08,Luxembourg,Slovenia,continental_qualifier,false,1.000,2.000,0.200,2.000,0.400,1.200,1045.779,1528.414,-482.636,-1.000,-0.200,0.800,teamB_win
2007-09-08,Russia,Macedonia,continental_qualifier,false,8.000,4.000,1.800,1.200,0.600,1.200,1702.748,1494.415,208.333,4.000,1.200,0.000,teamA_win
2007-09-08,Croatia,Estonia,continental_qualifier,false,13.000,3.000,2.000,1.000,0.400,2.200,1818.482,1415.407,403.075,10.000,1.600,-1.200,teamA_win
2007-09-08,Portugal,Poland,continental_qualifier,false,9.000,10.000,1.800,0.800,2.200,0.800,1821.478,1717.958,103.519,-1.000,-0.400,0.000,draw
2007-09-08,Iceland,Spain,continental_qualifier,false,2.000,15.000,0.600,2.000,2.000,0.600,1426.975,1847.541,-420.566,-13.000,-1.400,1.400,draw
2007-09-08,Belarus,Romania,continental_qualifier,false,7.000,13.000,1.400,1.600,1.800,0.200,1518.803,1799.640,-280.837,-6.000,-0.400,1.400,teamB_win
2007-09-08,Malta,Turkey,continental_qualifier,false,1.000,5.000,0.200,2.000,1.600,1.600,1270.638,1749.785,-479.146,-4.000,-1.400,0.400,draw
2007-09-08,Slovakia,Ireland,continental_qualifier,false,4.000,11.000,1.200,1.400,1.600,0.400,1648.072,1753.371,-105.298,-7.000,-0.400,1.000,draw
2007-09-08,Georgia,Ukraine,continental_qualifier,false,4.000,10.000,0.800,1.000,1.200,0.800,1472.229,1761.436,-289.207,-6.000,-0.400,0.200,draw
2007-09-08,Cyprus,Armenia,friendly,false,6.000,8.000,0.800,1.600,0.800,0.600,1459.922,1452.200,7.722,-2.000,0.000,1.000,teamA_win
2007-09-08,San Marino,Czechia,continental_qualifier,false,0.000,8.000,0.200,3.400,1.000,0.600,1112.886,1798.225,-685.339,-8.000,-0.800,2.800,teamB_win
2007-09-09,Burundi,Egypt,continental_qualifier,false,4.000,9.000,0.200,0.600,1.400,0.400,1400.120,1752.808,-352.688,-5.000,-1.200,0.200,draw
2007-09-09,South Africa,Zambia,continental_qualifier,false,8.000,6.000,1.400,0.400,1.200,1.000,1574.490,1600.705,-26.215,2.000,0.200,-0.600,teamB_win
2007-09-09,Zimbabwe,Malawi,continental_qualifier,false,4.000,1.000,0.400,0.800,0.600,1.400,1555.984,1406.236,149.749,3.000,-0.200,-0.600,teamA_win
2007-09-09,Mauritius,Seychelles,continental_qualifier,false,4.000,3.000,0.800,1.000,0.400,3.000,1370.736,1330.987,39.749,1.000,0.400,-2.000,draw
2007-09-09,Gambia,Algeria,continental_qualifier,true,2.000,4.000,0.600,1.800,1.400,2.000,1427.384,1531.272,-103.887,-2.000,-0.800,-0.200,teamA_win
2007-09-09,Sudan,Tunisia,continental_qualifier,false,10.000,11.000,1.400,0.400,2.200,0.400,1510.099,1705.847,-195.748,-1.000,-0.800,0.000,teamA_win
2007-09-09,Guinea,Cape Verde,continental_qualifier,false,8.000,5.000,1.400,0.800,0.600,1.200,1644.414,1433.209,211.205,3.000,0.800,-0.400,teamA_win
2007-09-09,Equatorial Guinea,Cameroon,continental_qualifier,false,5.000,10.000,1.000,1.200,1.800,1.400,1414.502,1798.442,-383.940,-5.000,-0.800,-0.200,teamA_win
2007-09-09,Chad,Congo,continental_qualifier,false,4.000,6.000,0.600,2.000,0.600,1.000,1399.937,1514.745,-114.808,-2.000,0.000,1.000,draw
2007-09-09,Swaziland,Eritrea,continental_qualifier,false,5.000,8.000,0.200,1.000,1.000,1.600,1350.782,1376.462,-25.680,-3.000,-0.800,-0.600,draw
2007-09-09,United States,Brazil,friendly,false,3.000,13.000,0.800,2.000,2.800,0.600,1768.647,1946.938,-178.291,-10.000,-2.000,1.400,teamB_win
2007-09-09,Costa Rica,Honduras,friendly,true,5.000,6.000,0.800,1.000,2.000,1.600,1628.360,1655.497,-27.138,-1.000,-1.200,-0.600,draw
2007-09-09,Mexico,Panama,friendly,false,7.000,7.000,1.800,1.000,1.600,1.600,1827.169,1574.391,252.779,0.000,0.200,-0.600,teamA_win
2007-09-11,Japan,Switzerland,friendly,true,6.000,10.000,1.000,0.800,1.600,1.200,1762.816,1787.546,-24.730,-4.000,-0.600,-0.400,teamA_win
2007-09-11,Australia,Argentina,friendly,false,8.000,9.000,2.000,1.000,1.800,1.000,1753.389,1913.728,-160.339,-1.000,0.200,0.000,teamB_win
2007-09-11,Saudi Arabia,Ghana,friendly,false,12.000,8.000,2.200,1.000,1.600,0.800,1753.191,1741.367,11.823,4.000,0.600,0.200,teamA_win
2007-09-11,Austria,Chile,friendly,false,3.000,4.000,0.200,0.600,1.000,2.600,1589.774,1694.141,-104.367,-1.000,-0.800,-2.000,teamB_win
2007-09-12,Singapore,United Arab Emirates,friendly,false,7.000,7.000,1.200,1.600,1.200,1.600,1448.144,1599.556,-151.412,0.000,0.000,0.000,draw
2007-09-12,South Africa,Uruguay,friendly,false,7.000,8.000,1.600,1.000,1.600,1.200,1558.308,1755.834,-197.525,-1.000,0.000,-0.200,draw
2007-09-12,Canada,Costa Rica,friendly,false,7.000,6.000,1.600,1.000,0.600,0.600,1626.494,1628.944,-2.450,1.000,1.000,0.400,draw
2007-09-12,Brazil,Mexico,friendly,true,13.000,9.000,3.400,1.000,2.000,1.000,1950.895,1830.008,120.887,4.000,1.400,0.000,teamA_win
2007-09-12,Honduras,Ecuador,friendly,false,7.000,6.000,1.600,1.000,1.800,1.400,1654.913,1654.749,0.164,1.000,-0.200,-0.400,teamA_win
2007-09-12,Venezuela,Panama,friendly,false,8.000,4.000,1.400,1.400,1.000,1.400,1621.529,1571.552,49.977,4.000,0.400,0.000,draw
2007-09-12,Colombia,Paraguay,friendly,false,7.000,4.000,1.200,2.200,1.200,2.400,1737.633,1704.110,33.523,3.000,0.000,-0.200,teamA_win
2007-09-12,Peru,Bolivia,friendly,false,3.000,3.000,1.000,2.200,0.800,1.200,1590.959,1528.186,62.773,0.000,0.200,1.000,teamA_win
2007-09-12,France,Scotland,continental_qualifier,false,13.000,12.000,1.000,0.000,1.400,0.600,1966.471,1693.531,272.940,1.000,-0.400,-0.600,teamB_win
2007-09-12,England,Russia,continental_qualifier,false,10.000,11.000,2.200,0.600,2.200,0.400,1866.511,1710.855,155.656,-1.000,0.000,0.200,teamA_win
2007-09-12,Slovakia,Wales,continental_qualifier,false,4.000,8.000,1.200,1.400,1.200,0.800,1653.219,1542.986,110.234,-4.000,0.000,0.600,teamB_win
2007-09-12,Iceland,Northern Ireland,continental_qualifier,false,3.000,10.000,0.600,1.800,1.800,0.800,1441.619,1532.147,-90.528,-7.000,-1.200,1.000,teamA_win
2007-09-12,Turkey,Hungary,continental_qualifier,false,3.000,9.000,1.200,1.800,1.200,1.400,1734.371,1562.479,171.893,-6.000,0.000,0.400,teamA_win
2007-09-12,Kazakhstan,Belgium,continental_qualifier,false,5.000,3.000,1.200,1.400,0.800,2.400,1388.575,1606.254,-217.679,2.000,0.400,-1.000,draw
2007-09-12,Albania,Netherlands,continental_qualifier,false,11.000,12.000,1.600,0.000,1.800,0.600,1497.080,1886.761,-389.681,-1.000,-0.200,-0.600,teamB_win
2007-09-12,Germany,Romania,friendly,false,12.000,15.000,2.400,0.600,2.400,0.400,1949.804,1805.438,144.365,-3.000,0.000,0.200,teamA_win
2007-09-12,Norway,Greece,continental_qualifier,false,13.000,9.000,2.600,0.600,1.600,1.600,1681.091,1737.397,-56.306,4.000,1.000,-1.000,draw
2007-09-12,Ukraine,Italy,continental_qualifier,false,10.000,10.000,1.200,0.800,1.400,0.800,1749.505,1917.349,-167.844,0.000,-0.200,0.000,teamB_win
2007-09-12,Finland,Poland,continental_qualifier,false,7.000,8.000,0.800,0.800,1.600,1.200,1581.479,1723.023,-141.544,-1.000,-0.800,-0.400,draw
2007-09-12,Bulgaria,Luxembourg,continental_qualifier,false,7.000,1.000,0.800,0.800,0.000,2.200,1668.578,1043.731,624.848,6.000,0.800,-1.400,teamA_win
2007-09-12,Denmark,Liechtenstein,continental_qualifier,false,8.000,4.000,1.200,1.400,0.800,2.000,1782.381,1230.401,551.981,4.000,0.400,-0.600,teamA_win
2007-09-12,Macedonia,Estonia,continental_qualifier,false,4.000,3.000,0.600,1.400,0.400,2.200,1486.309,1412.276,74.033,1.000,0.200,-0.800,draw
2007-09-12,Spain,Latvia,continental_qualifier,false,13.000,3.000,1.800,0.600,0.400,1.400,1832.897,1438.500,394.397,10.000,1.400,-0.800,teamA_win
2007-09-12,Portugal,Serbia,continental_qualifier,false,7.000,5.000,1.400,1.200,1.200,1.200,1816.412,1506.315,310.098,2.000,0.200,0.000,draw
2007-09-12,Lithuania,Faroe Islands,continental_qualifier,false,6.000,0.000,0.800,1.400,0.400,2.800,1475.795,1226.908,248.886,6.000,0.400,-1.400,teamA_win
2007-09-12,Czechia,Ireland,continental_qualifier,false,8.000,9.000,1.200,0.600,1.800,0.800,1798.890,1748.224,50.666,-1.000,-0.600,-0.200,teamA_win
2007-09-12,Slovenia,Belarus,continental_qualifier,false,4.000,6.000,1.000,1.200,1.200,1.800,1530.462,1513.004,17.458,-2.000,-0.200,-0.600,teamA_win
2007-09-12,Andorra,Croatia,continental_qualifier,false,1.000,13.000,0.200,2.200,2.000,0.800,1238.367,1821.613,-583.246,-12.000,-1.800,1.400,teamB_win
2007-09-12,Cyprus,San Marino,continental_qualifier,false,6.000,0.000,1.000,1.600,0.200,3.000,1467.256,1112.222,355.034,6.000,0.800,-1.400,teamA_win
2007-09-12,Bosnia and Herzegovina,Moldova,continental_qualifier,false,9.000,4.000,1.800,1.800,0.800,1.400,1579.999,1379.955,200.044,5.000,1.000,0.400,teamB_win
2007-09-12,Malta,Armenia,friendly,false,1.000,7.000,0.400,2.200,1.000,1.200,1286.051,1444.866,-158.815,-6.000,-0.600,1.000,teamB_win
2007-09-12,Azerbaijan,Georgia,friendly,false,7.000,5.000,1.200,2.200,0.800,0.800,1381.830,1484.160,-102.330,2.000,0.400,1.400,draw
2007-09-17,Qatar,Oman,friendly,false,3.000,4.000,0.800,1.400,0.800,1.200,1588.372,1642.916,-54.544,-1.000,0.000,0.200,draw
2007-09-23,United Arab Emirates,Lebanon,friendly,false,7.000,5.000,1.000,1.400,0.800,0.800,1596.480,1500.096,96.383,2.000,0.200,0.600,draw
2007-09-29,South Africa,Botswana,regional_championship,false,5.000,8.000,1.200,1.000,0.600,0.400,1562.165,1462.376,99.789,-3.000,0.600,0.600,teamA_win
2007-09-29,Zambia,Mozambique,regional_championship,true,6.000,9.000,1.200,1.200,0.800,0.200,1616.887,1486.095,130.792,-3.000,0.400,1.000,teamA_win
2007-10-02,Oman,Maldives,friendly,false,4.000,8.000,0.600,1.000,2.200,0.400,1641.748,1303.391,338.358,-4.000,-1.600,0.600,teamA_win
2007-10-03,Thailand,United Arab Emirates,friendly,false,8.000,5.000,1.200,1.200,1.000,1.600,1545.006,1594.451,-49.445,3.000,0.200,-0.400,draw
2007-10-04,Bahrain,Singapore,friendly,false,3.000,5.000,1.400,3.000,1.000,1.600,1554.743,1451.220,103.523,-2.000,0.400,1.400,teamA_win
2007-10-08,Lebanon,India,world_cup_qualifier,false,5.000,12.000,1.000,1.000,2.600,0.600,1502.125,1380.528,121.597,-7.000,-1.600,0.400,teamA_win
2007-10-08,Syria,Afghanistan,world_cup_qualifier,false,12.000,5.000,2.800,1.000,1.000,1.400,1573.695,1231.005,342.690,7.000,1.800,-0.400,teamA_win
2007-10-08,Vietnam,United Arab Emirates,world_cup_qualifier,false,7.000,6.000,1.800,2.000,1.200,1.400,1472.494,1593.391,-120.897,1.000,0.600,0.600,teamB_win
2007-10-08,Thailand,Macao,world_cup_qualifier,false,8.000,1.000,1.200,1.200,0.800,3.400,1546.066,1109.422,436.644,7.000,0.400,-2.200,teamA_win
2007-10-08,Singapore,Palestine,world_cup_qualifier,true,4.000,1.000,1.000,2.000,0.400,2.000,1445.891,1373.361,72.530,3.000,0.600,0.000,teamA_win
2007-10-08,Yemen,Maldives,world_cup_qualifier,false,4.000,7.000,1.400,2.000,2.200,0.600,1423.597,1301.519,122.079,-3.000,-0.800,1.400,teamA_win
2007-10-08,Oman,Nepal,world_cup_qualifier,false,6.000,8.000,0.600,0.800,1.600,0.800,1643.620,1208.951,434.669,-2.000,-1.000,0.000,teamA_win
2007-10-08,Bangladesh,Tajikistan,world_cup_qualifier,false,1.000,7.000,0.200,1.800,2.000,1.600,1268.817,1465.121,-196.304,-6.000,-1.800,0.200,draw
2007-10-11,Cambodia,Turkmenistan,world_cup_qualifier,false,1.000,0.000,1.000,4.400,0.400,2.400,1139.102,1459.385,-320.283,1.000,0.600,2.000,teamB_win
2007-10-12,Sierra Leone,Benin,continental_qualifier,false,1.000,6.000,0.200,2.400,1.400,1.000,1395.524,1438.079,-42.556,-5.000,-1.200,1.400,teamB_win
2007-10-12,Togo,Mali,continental_qualifier,false,10.000,11.000,2.000,1.600,2.200,0.600,1549.078,1608.602,-59.524,-1.000,-0.200,1.000,teamB_win
2007-10-13,Uzbekistan,Taiwan,world_cup_qualifier,false,6.000,7.000,2.200,1.200,3.600,1.400,1636.408,1221.667,414.741,-1.000,-1.400,-0.200,teamA_win
2007-10-13,Egypt,Botswana,continental_qualifier,false,7.000,8.000,1.000,0.400,0.600,0.400,1739.371,1453.371,286.000,-1.000,0.400,0.000,teamA_win
2007-10-13,Mauritania,Burundi,continental_qualifier,false,5.000,4.000,2.000,1.600,0.200,0.600,1332.578,1413.558,-80.980,1.000,1.800,1.000,teamA_win
2007-10-13,El Salvador,Costa Rica,friendly,false,6.000,6.000,1.000,2.200,0.600,0.600,1472.216,1628.891,-156.676,0.000,0.400,1.600,draw
2007-10-13,Uruguay,Bolivia,world_cup_qualifier,false,6.000,2.000,1.400,1.200,0.800,1.600,1751.976,1522.026,229.950,4.000,0.600,-0.400,teamA_win
2007-10-13,Argentina,Chile,world_cup_qualifier,false,9.000,4.000,1.800,1.000,0.800,2.200,1917.993,1699.453,218.540,5.000,1.000,-1.200,teamA_win
2007-10-13,Peru,Paraguay,world_cup_qualifier,false,6.000,1.000,1.400,1.800,0.600,2.400,1597.118,1697.331,-100.213,5.000,0.800,-0.600,draw
2007-10-13,Ecuador,Venezuela,world_cup_qualifier,false,6.000,6.000,1.600,1.200,1.200,1.600,1647.252,1620.458,26.794,0.000,0.400,-0.400,teamB_win
2007-10-13,Scotland,Ukraine,continental_qualifier,false,15.000,7.000,1.600,0.200,1.000,1.200,1722.509,1739.858,-17.349,8.000,0.600,-1.000,teamA_win
2007-10-13,England,Estonia,continental_qualifier,false,10.000,4.000,2.200,0.600,0.600,1.600,1876.656,1415.950,460.707,6.000,1.600,-1.000,teamA_win
2007-10-13,Cyprus,Wales,continental_qualifier,false,9.000,8.000,1.600,1.000,1.600,1.200,1471.270,1565.859,-94.589,1.000,0.000,-0.200,teamA_win
2007-10-13,Switzerland,Austria,friendly,false,7.000,3.000,1.800,2.000,0.200,0.800,1779.513,1584.462,195.052,4.000,1.600,1.200,teamA_win
2007-10-13,Hungary,Malta,continental_qualifier,false,6.000,1.000,0.800,2.000,0.400,2.200,1552.993,1281.759,271.234,5.000,0.400,-0.200,teamA_win
2007-10-13,Belgium,Finland,continental_qualifier,false,4.000,8.000,1.200,2.400,0.800,0.600,1596.529,1588.239,8.291,-4.000,0.400,1.800,draw
2007-10-13,Faroe Islands,France,continental_qualifier,false,0.000,10.000,0.600,2.200,0.800,0.200,1220.165,1937.492,-717.328,-10.000,-0.200,2.000,teamB_win
2007-10-13,Romania,Netherlands,continental_qualifier,false,12.000,12.000,2.000,1.000,1.800,0.600,1800.887,1890.118,-89.231,0.000,0.200,0.400,teamA_win
2007-10-13,Ireland,Germany,continental_qualifier,false,6.000,15.000,1.600,1.000,3.000,0.600,1733.258,1954.355,-221.098,-9.000,-1.400,0.400,draw
2007-10-13,Liechtenstein,Sweden,continental_qualifier,false,4.000,11.000,0.600,2.000,2.200,0.800,1229.000,1752.802,-523.802,-7.000,-1.600,1.200,teamB_win
2007-10-13,Italy,Georgia,continental_qualifier,false,10.000,3.000,1.400,1.000,0.400,0.800,1926.997,1482.013,444.984,7.000,1.000,0.200,teamA_win
2007-10-13,Belarus,Luxembourg,continental_qualifier,false,3.000,1.000,0.800,1.800,0.000,2.200,1496.383,1042.797,453.586,2.000,0.800,-0.400,teamB_win
2007-10-13,Denmark,Spain,continental_qualifier,false,8.000,13.000,1.800,1.400,2.000,0.600,1783.782,1836.173,-52.391,-5.000,-0.200,0.800,teamB_win
2007-10-13,Poland,Kazakhstan,continental_qualifier,false,6.000,3.000,1.400,1.200,1.200,1.600,1716.264,1398.299,317.965,3.000,0.200,-0.400,teamA_win
2007-10-13,Azerbaijan,Portugal,continental_qualifier,false,8.000,7.000,1.400,1.400,1.400,1.200,1383.977,1803.941,-419.964,1.000,0.000,0.200,teamB_win
2007-10-13,Iceland,Latvia,continental_qualifier,false,6.000,3.000,1.000,1.800,0.400,1.600,1463.579,1435.224,28.355,3.000,0.600,0.200,teamB_win
2007-10-13,Moldova,Turkey,continental_qualifier,false,6.000,5.000,0.800,1.200,1.400,1.400,1406.548,1743.857,-337.309,1.000,-0.600,-0.200,draw
2007-10-13,Greece,Bosnia and Herzegovina,continental_qualifier,false,10.000,6.000,1.800,1.200,1.400,1.800,1734.586,1553.407,181.179,4.000,0.400,-0.600,teamA_win
2007-10-13,Croatia,Israel,continental_qualifier,false,13.000,9.000,2.800,0.600,1.800,1.200,1822.791,1670.903,151.888,4.000,1.000,-0.600,teamA_win
2007-10-13,Slovakia,San Marino,continental_qualifier,false,1.000,0.000,1.000,2.200,0.000,3.200,1630.346,1108.208,522.138,1.000,1.000,-1.000,teamA_win
2007-10-13,Slovenia,Albania,continental_qualifier,false,7.000,10.000,1.200,1.000,1.600,0.200,1547.083,1493.722,53.361,-3.000,-0.400,0.800,draw
2007-10-13,Armenia,Serbia,continental_qualifier,false,10.000,6.000,1.200,1.000,1.200,1.000,1449.159,1518.786,-69.627,4.000,0.000,0.000,draw
2007-10-14,Madagascar,Comoros,world_cup_qualifier,false,9.000,4.000,1.400,0.000,1.000,2.000,1392.643,1361.327,31.316,5.000,0.400,-2.000,teamA_win
2007-10-14,Mexico,Nigeria,friendly,false,6.000,10.000,1.000,1.600,1.400,0.600,1825.017,1764.053,60.963,-4.000,-0.400,1.000,draw
2007-10-14,Senegal,Guinea,friendly,true,9.000,11.000,2.000,1.000,2.200,0.600,1677.852,1652.418,25.434,-2.000,-0.200,0.400,teamA_win
2007-10-14,Honduras,Panama,friendly,false,7.000,4.000,1.600,1.000,0.800,1.200,1662.409,1572.624,89.785,3.000,0.800,-0.200,teamA_win
2007-10-14,Colombia,Brazil,world_cup_qualifier,false,10.000,13.000,1.400,1.200,2.800,1.000,1744.412,1955.886,-211.474,-3.000,-1.400,0.200,draw
2007-10-15,Macao,Thailand,world_cup_qualifier,false,1.000,8.000,1.000,4.400,2.000,1.400,1105.676,1549.812,-444.135,-7.000,-1.000,3.000,teamB_win
2007-10-16,Qatar,Iraq,friendly,false,3.000,11.000,0.800,1.400,1.200,0.200,1589.540,1695.630,-106.090,-8.000,-0.400,1.200,teamA_win
2007-10-16,Bahrain,Libya,friendly,false,6.000,5.000,1.400,2.200,0.800,0.800,1560.072,1498.607,61.466,1.000,0.600,1.400,teamA_win
2007-10-16,Venezuela,Argentina,world_cup_qualifier,false,8.000,9.000,1.400,1.600,1.400,1.000,1647.382,1929.059,-281.677,-1.000,0.000,0.600,teamB_win
2007-10-16,Croatia,Slovakia,friendly,false,13.000,4.000,2.800,0.600,2.400,2.000,1833.093,1631.997,201.096,9.000,0.400,-1.400,teamA_win
2007-10-17,Japan,Egypt,regional_championship,false,8.000,7.000,1.600,1.200,0.600,0.400,1770.849,1745.027,25.822,1.000,1.000,0.800,teamA_win
2007-10-17,United Arab Emirates,Tunisia,friendly,false,9.000,10.000,1.200,0.800,2.400,0.800,1610.026,1679.413,-69.387,-1.000,-1.200,0.000,teamB_win
2007-10-17,Italy,South Africa,friendly,false,10.000,5.000,1.400,0.800,0.600,1.000,1929.505,1571.171,358.334,5.000,0.800,-0.200,teamA_win
2007-10-17,Sierra Leone,Guinea-Bissau,world_cup_qualifier,false,0.000,2.000,0.200,2.800,0.800,1.600,1380.157,1350.208,29.949,-2.000,-0.600,1.200,teamA_win
2007-10-17,Morocco,Namibia,friendly,false,8.000,10.000,1.000,0.800,1.800,1.400,1709.949,1413.400,296.549,-2.000,-0.800,-0.600,teamA_win
2007-10-17,Austria,Ivory Coast,friendly,false,3.000,11.000,0.400,1.200,2.200,0.000,1580.779,1750.667,-169.888,-8.000,-1.800,1.200,teamA_win
2007-10-17,Switzerland,United States,friendly,false,10.000,0.000,2.200,1.600,0.800,2.600,1783.196,1764.690,18.506,10.000,1.400,-1.000,teamB_win
2007-10-17,Costa Rica,Haiti,friendly,false,4.000,5.000,0.800,1.000,1.000,1.000,1625.721,1576.868,48.854,-1.000,-0.200,0.000,draw
2007-10-17,El Salvador,Trinidad and Tobago,friendly,false,4.000,4.000,1.000,2.400,0.800,1.600,1475.386,1564.720,-89.334,0.000,0.200,0.800,draw
2007-10-17,Guatemala,Mexico,friendly,true,4.000,7.000,0.600,1.400,1.400,1.400,1562.173,1823.714,-261.541,-3.000,-0.800,0.000,teamA_win
2007-10-17,Paraguay,Uruguay,world_cup_qualifier,false,2.000,8.000,0.600,2.200,2.400,1.200,1690.314,1762.487,-72.173,-6.000,-1.800,1.000,teamA_win
2007-10-17,Chile,Peru,world_cup_qualifier,false,4.000,6.000,0.800,2.000,1.000,1.400,1688.387,1604.135,84.252,-2.000,-0.200,0.600,teamA_win
2007-10-17,Brazil,Ecuador,world_cup_qualifier,false,13.000,6.000,2.400,0.600,1.400,1.000,1942.306,1620.328,321.978,7.000,1.000,-0.400,teamA_win
2007-10-17,Bolivia,Colombia,world_cup_qualifier,false,1.000,11.000,0.400,2.200,1.000,0.400,1511.516,1757.992,-246.476,-10.000,-0.600,1.800,draw
2007-10-17,Fiji,New Zealand,world_cup_qualifier,false,10.000,3.000,2.400,0.400,0.400,2.200,1626.532,1611.683,14.849,7.000,2.000,-1.800,teamB_win
